"id","distrito","sexo","edad_rango","nse","voto_presidente","voto_diputado","voto_senado","peso"
1031,"Paucarpata","Hombre","35-44","C","Otros","Otros","Otros",1
1032,"Alto Selva Alegre","Mujer","25-34","C","N.S/N.O","Otros","N.S/N.O",1
1033,"Arequipa Cercado","Mujer","25-34","A/B","Keiko Fujimori Higuchi","N.S/N.O","Sergio Davila Vizcarra",1
1034,"Cayma","Hombre","55-70","A/B","N.S/N.O","Marleny Arminta Valencia","Ricardo Ramírez del Villar",1
1035,"La Joya","Hombre","18-24","C","Carlos Álvarez Loayza","Otros","N.S/N.O",1
1036,"José Luis Bustamante y Rivero","Mujer","18-24","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1037,"Paucarpata","Hombre","18-24","D/E","N.S/N.O","N.S/N.O","Otros",1
1038,"Miraflores","Hombre","35-44","C","N.S/N.O","Cosme Huaman Sánchez","Gustavo Rondón Fudinaga",1
1039,"Arequipa Cercado","Hombre","35-44","D/E","Cesar Acuña Peralta","Nicolas Talavera Benavente","N.S/N.O",1
1040,"Arequipa Cercado","Mujer","35-44","D/E","Carlos Álvarez Loayza","N.S/N.O","Ricardo Ramírez del Villar",1
1041,"Cayma","Hombre","35-44","A/B","Cesar Acuña Peralta","N.S/N.O","N.S/N.O",1
1042,"José Luis Bustamante y Rivero","Hombre","35-44","D/E","Wolfgang Grozo Costa","Cosme Huaman Sánchez","N.S/N.O",1
1043,"La Joya","Hombre","55-70","C","N.S/N.O","Amalia Palomino Pacheco","N.S/N.O",1
1044,"Paucarpata","Mujer","55-70","A/B","Cesar Acuña Peralta","N.S/N.O","N.S/N.O",1
1045,"Paucarpata","Hombre","45-54","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
1046,"José Luis Bustamante y Rivero","Mujer","35-44","D/E","Roberto Sánchez Palomino","Otros","N.S/N.O",1
1047,"Paucarpata","Mujer","25-34","A/B","N.S/N.O","Otros","N.S/N.O",1
1048,"Socabaya","Mujer","18-24","D/E","Otros","Otros","A. Elmer Arenas Pérez",1
1049,"Alto Selva Alegre","Mujer","18-24","C","N.S/N.O","N.S/N.O","N.S/N.O",1
1050,"Cayma","Mujer","45-54","D/E","Wolfgang Grozo Costa","N.S/N.O","N.S/N.O",1
1051,"Mariano Melgar","Mujer","35-44","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1052,"Cerro Colorado","Hombre","35-44","D/E","N.S/N.O","Adolfo Donayre Sarolli","Otros",1
1053,"José Luis Bustamante y Rivero","Hombre","18-24","D/E","Rafael López Aliaga","Esdras Medina Minaya","Otros",1
1054,"Alto Selva Alegre","Mujer","35-44","D/E","N.S/N.O","Nicolas Talavera Benavente","Otros",1
1055,"Cerro Colorado","Hombre","35-44","C","Rafael López Aliaga","Mauricio Alosilla Chambi","N.S/N.O",1
1056,"Paucarpata","Hombre","25-34","C","Cesar Acuña Peralta","Otros","Otros",1
1057,"Cerro Colorado","Mujer","55-70","D/E","Cesar Acuña Peralta","N.S/N.O","Otros",1
1058,"Cayma","Hombre","45-54","D/E","N.S/N.O","Otros","N.S/N.O",1
1059,"Cerro Colorado","Hombre","25-34","A/B","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
1060,"José Luis Bustamante y Rivero","Hombre","45-54","D/E","Otros","Otros","N.S/N.O",1
1061,"Arequipa Cercado","Hombre","25-34","D/E","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1062,"Alto Selva Alegre","Hombre","55-70","D/E","Carlos Álvarez Loayza","Otros","N.S/N.O",1
1063,"Socabaya","Hombre","35-44","A/B","Carlos Álvarez Loayza","Otros","N.S/N.O",1
1064,"Cayma","Mujer","45-54","C","N.S/N.O","Adolfo Donayre Sarolli","N.S/N.O",1
1065,"Cerro Colorado","Mujer","18-24","D/E","Carlos Álvarez Loayza","N.S/N.O","N.S/N.O",1
1066,"Miraflores","Mujer","18-24","C","N.S/N.O","Otros","Gustavo Rondón Fudinaga",1
1067,"Alto Selva Alegre","Hombre","25-34","D/E","N.S/N.O","Nicolas Talavera Benavente","Yobana Huisa Vargas",1
1068,"Paucarpata","Hombre","35-44","C","Pablo López Chau","Cosme Huaman Sánchez","N.S/N.O",1
1069,"Alto Selva Alegre","Mujer","35-44","A/B","Rafael López Aliaga","Marleny Arminta Valencia","Yobana Huisa Vargas",1
1070,"José Luis Bustamante y Rivero","Mujer","55-70","D/E","Cesar Acuña Peralta","Adolfo Donayre Sarolli","N.S/N.O",1
1071,"Cayma","Hombre","25-34","D/E","N.S/N.O","Otros","N.S/N.O",1
1072,"Cerro Colorado","Mujer","18-24","D/E","Roberto Sánchez Palomino","Otros","N.S/N.O",1
1073,"Cayma","Hombre","45-54","C","Otros","Amalia Palomino Pacheco","N.S/N.O",1
1074,"Cerro Colorado","Hombre","18-24","D/E","N.S/N.O","N.S/N.O","Otros",1
1075,"Cayma","Hombre","35-44","A/B","Roberto Sánchez Palomino","N.S/N.O","Gustavo Rondón Fudinaga",1
1076,"Paucarpata","Mujer","18-24","C","N.S/N.O","Marleny Arminta Valencia","Sergio Davila Vizcarra",1
1077,"Miraflores","Hombre","18-24","C","N.S/N.O","N.S/N.O","N.S/N.O",1
1078,"Cerro Colorado","Mujer","18-24","A/B","José Luna Gálvez","N.S/N.O","Otros",1
1079,"Miraflores","Mujer","35-44","D/E","Pablo López Chau","N.S/N.O","Ricardo Ramírez del Villar",1
1080,"Paucarpata","Hombre","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1081,"Alto Selva Alegre","Mujer","35-44","D/E","Cesar Acuña Peralta","N.S/N.O","N.S/N.O",1
1082,"Socabaya","Hombre","35-44","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1083,"Cayma","Mujer","45-54","D/E","José Luna Gálvez","N.S/N.O","N.S/N.O",1
1084,"Paucarpata","Hombre","25-34","D/E","N.S/N.O","Otros","N.S/N.O",1
1085,"Yura","Mujer","18-24","D/E","Pablo López Chau","N.S/N.O","N.S/N.O",1
1086,"Cerro Colorado","Mujer","25-34","D/E","Carlos Álvarez Loayza","N.S/N.O","Otros",1
1087,"Paucarpata","Hombre","55-70","D/E","Rafael López Aliaga","N.S/N.O","N.S/N.O",1
1088,"Alto Selva Alegre","Mujer","55-70","C","Pablo López Chau","N.S/N.O","Otros",1
1089,"Alto Selva Alegre","Mujer","18-24","C","N.S/N.O","N.S/N.O","N.S/N.O",1
1090,"Arequipa Cercado","Hombre","18-24","D/E","N.S/N.O","Cosme Huaman Sánchez","N.S/N.O",1
1091,"Socabaya","Hombre","35-44","D/E","Otros","Otros","N.S/N.O",1
1092,"Cayma","Hombre","55-70","C","Otros","N.S/N.O","N.S/N.O",1
1093,"Socabaya","Mujer","18-24","A/B","Cesar Acuña Peralta","Otros","N.S/N.O",1
1094,"Miraflores","Hombre","18-24","A/B","N.S/N.O","N.S/N.O","N.S/N.O",1
1095,"Sachaca","Mujer","45-54","D/E","Keiko Fujimori Higuchi","N.S/N.O","N.S/N.O",1
1096,"Miraflores","Mujer","45-54","D/E","Rafael López Aliaga","Marleny Arminta Valencia","N.S/N.O",1
1097,"José Luis Bustamante y Rivero","Mujer","35-44","C","José Luna Gálvez","N.S/N.O","N.S/N.O",1
1098,"Sachaca","Hombre","35-44","D/E","Cesar Acuña Peralta","Otros","Gustavo Rondón Fudinaga",1
1099,"Cayma","Mujer","25-34","A/B","Cesar Acuña Peralta","Otros","Ricardo Ramírez del Villar",1
1100,"Alto Selva Alegre","Mujer","55-70","C","Otros","Otros","Sergio Davila Vizcarra",1
1101,"Sachaca","Mujer","25-34","C","Pablo López Chau","Marleny Arminta Valencia","N.S/N.O",1
1102,"Miraflores","Mujer","25-34","D/E","Otros","Cosme Huaman Sánchez","Sergio Davila Vizcarra",1
1103,"Socabaya","Hombre","25-34","C","N.S/N.O","Otros","N.S/N.O",1
1104,"José Luis Bustamante y Rivero","Mujer","25-34","D/E","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
1105,"Paucarpata","Hombre","25-34","C","Roberto Sánchez Palomino","N.S/N.O","N.S/N.O",1
1106,"Socabaya","Mujer","25-34","D/E","Pablo López Chau","Otros","N.S/N.O",1
1107,"Socabaya","Mujer","35-44","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1108,"Cayma","Hombre","25-34","A/B","Otros","Otros","N.S/N.O",1
1109,"Paucarpata","Mujer","25-34","C","Wolfgang Grozo Costa","N.S/N.O","Gustavo Rondón Fudinaga",1
1110,"Yanahuara","Mujer","35-44","C","Rafael López Aliaga","Marleny Arminta Valencia","Ricardo Ramírez del Villar",1
1111,"José Luis Bustamante y Rivero","Hombre","35-44","D/E","José Luna Gálvez","Mauricio Alosilla Chambi","Otros",1
1112,"Cerro Colorado","Hombre","18-24","D/E","José Luna Gálvez","Cosme Huaman Sánchez","Sergio Davila Vizcarra",1
1113,"Socabaya","Hombre","45-54","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1114,"Cayma","Mujer","45-54","C","N.S/N.O","N.S/N.O","N.S/N.O",1
1115,"Cerro Colorado","Hombre","55-70","D/E","Wolfgang Grozo Costa","Esdras Medina Minaya","Gustavo Rondón Fudinaga",1
1116,"Cayma","Mujer","35-44","C","N.S/N.O","Otros","N.S/N.O",1
1117,"Paucarpata","Hombre","25-34","D/E","Wolfgang Grozo Costa","Otros","N.S/N.O",1
1118,"Paucarpata","Mujer","18-24","D/E","Wolfgang Grozo Costa","Otros","N.S/N.O",1
1119,"Alto Selva Alegre","Mujer","35-44","D/E","N.S/N.O","Otros","N.S/N.O",1
1120,"Cerro Colorado","Hombre","18-24","C","N.S/N.O","N.S/N.O","Ricardo Ramírez del Villar",1
1121,"Mariano Melgar","Hombre","25-34","D/E","Wolfgang Grozo Costa","N.S/N.O","N.S/N.O",1
1122,"Paucarpata","Mujer","35-44","C","Otros","N.S/N.O","N.S/N.O",1
1123,"Yanahuara","Mujer","25-34","D/E","Otros","N.S/N.O","N.S/N.O",1
1124,"Cerro Colorado","Mujer","25-34","D/E","Pablo López Chau","Guido del Carpio Rodriguez","Gustavo Rondón Fudinaga",1
1125,"Alto Selva Alegre","Mujer","25-34","A/B","N.S/N.O","N.S/N.O","Otros",1
1126,"Miraflores","Hombre","25-34","C","Wolfgang Grozo Costa","Marleny Arminta Valencia","A. Elmer Arenas Pérez",1
1127,"Cayma","Mujer","55-70","D/E","José Luna Gálvez","Otros","Sergio Davila Vizcarra",1
1128,"Paucarpata","Hombre","55-70","C","N.S/N.O","N.S/N.O","A. Elmer Arenas Pérez",1
1129,"Socabaya","Hombre","25-34","D/E","N.S/N.O","Esdras Medina Minaya","Ricardo Ramírez del Villar",1
1130,"Cerro Colorado","Mujer","25-34","D/E","Pablo López Chau","N.S/N.O","A. Elmer Arenas Pérez",1
1131,"Alto Selva Alegre","Hombre","55-70","D/E","Otros","Esdras Medina Minaya","A. Elmer Arenas Pérez",1
1132,"Alto Selva Alegre","Hombre","45-54","C","Otros","Marleny Arminta Valencia","Sergio Davila Vizcarra",1
1133,"José Luis Bustamante y Rivero","Mujer","45-54","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1134,"José Luis Bustamante y Rivero","Hombre","18-24","D/E","Rafael López Aliaga","Amalia Palomino Pacheco","A. Elmer Arenas Pérez",1
1135,"Mariano Melgar","Mujer","35-44","C","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
1136,"Cerro Colorado","Mujer","55-70","A/B","Roberto Sánchez Palomino","N.S/N.O","N.S/N.O",1
1137,"Cerro Colorado","Mujer","35-44","C","Otros","Adolfo Donayre Sarolli","A. Elmer Arenas Pérez",1
1138,"Cerro Colorado","Mujer","25-34","D/E","Otros","N.S/N.O","N.S/N.O",1
1139,"Socabaya","Hombre","18-24","C","Rafael López Aliaga","N.S/N.O","N.S/N.O",1
1140,"Alto Selva Alegre","Hombre","25-34","D/E","Otros","N.S/N.O","N.S/N.O",1
1141,"Alto Selva Alegre","Hombre","18-24","D/E","Pablo López Chau","Otros","Gustavo Rondón Fudinaga",1
1142,"Alto Selva Alegre","Hombre","25-34","D/E","Otros","Marleny Arminta Valencia","A. Elmer Arenas Pérez",1
1143,"Socabaya","Hombre","35-44","C","Otros","Marleny Arminta Valencia","N.S/N.O",1
1144,"Mariano Melgar","Mujer","25-34","D/E","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
1145,"Paucarpata","Hombre","55-70","C","Rafael López Aliaga","Mauricio Alosilla Chambi","Gustavo Rondón Fudinaga",1
1146,"José Luis Bustamante y Rivero","Mujer","18-24","D/E","Pablo López Chau","Cosme Huaman Sánchez","N.S/N.O",1
1147,"Arequipa Cercado","Mujer","45-54","A/B","Pablo López Chau","N.S/N.O","N.S/N.O",1
1148,"Socabaya","Mujer","45-54","D/E","Pablo López Chau","Otros","N.S/N.O",1
1149,"Arequipa Cercado","Mujer","18-24","A/B","N.S/N.O","Esdras Medina Minaya","Ricardo Ramírez del Villar",1
1150,"Cayma","Hombre","35-44","C","N.S/N.O","Otros","N.S/N.O",1
1151,"Arequipa Cercado","Hombre","35-44","D/E","N.S/N.O","N.S/N.O","Otros",1
1152,"Paucarpata","Mujer","25-34","C","Keiko Fujimori Higuchi","N.S/N.O","Otros",1
1153,"Yanahuara","Hombre","35-44","C","N.S/N.O","Marleny Arminta Valencia","N.S/N.O",1
1154,"Cerro Colorado","Mujer","45-54","D/E","N.S/N.O","Otros","N.S/N.O",1
1155,"La Joya","Hombre","35-44","C","Carlos Álvarez Loayza","Otros","Sergio Davila Vizcarra",1
1156,"Mariano Melgar","Mujer","25-34","D/E","José Luna Gálvez","Guido del Carpio Rodriguez","N.S/N.O",1
1157,"La Joya","Hombre","45-54","D/E","Otros","N.S/N.O","N.S/N.O",1
1158,"Alto Selva Alegre","Hombre","25-34","D/E","Keiko Fujimori Higuchi","N.S/N.O","N.S/N.O",1
1159,"Cayma","Hombre","35-44","A/B","Cesar Acuña Peralta","Otros","N.S/N.O",1
1160,"Socabaya","Mujer","55-70","C","N.S/N.O","Otros","N.S/N.O",1
1161,"Arequipa Cercado","Mujer","25-34","C","N.S/N.O","Nicolas Talavera Benavente","N.S/N.O",1
1162,"La Joya","Hombre","55-70","D/E","Otros","N.S/N.O","Sergio Davila Vizcarra",1
1163,"Paucarpata","Hombre","35-44","D/E","N.S/N.O","Otros","N.S/N.O",1
1164,"José Luis Bustamante y Rivero","Hombre","25-34","C","Keiko Fujimori Higuchi","N.S/N.O","A. Elmer Arenas Pérez",1
1165,"Paucarpata","Hombre","25-34","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1166,"Paucarpata","Hombre","25-34","D/E","Cesar Acuña Peralta","Otros","Yobana Huisa Vargas",1
1167,"Miraflores","Mujer","45-54","D/E","Rafael López Aliaga","Otros","Gustavo Rondón Fudinaga",1
1168,"Paucarpata","Mujer","35-44","C","Pablo López Chau","Mauricio Alosilla Chambi","Otros",1
1169,"Cayma","Mujer","55-70","C","Wolfgang Grozo Costa","Marleny Arminta Valencia","N.S/N.O",1
1170,"Alto Selva Alegre","Mujer","25-34","C","Otros","N.S/N.O","Yobana Huisa Vargas",1
1171,"Sachaca","Mujer","55-70","C","N.S/N.O","Marleny Arminta Valencia","N.S/N.O",1
1172,"Alto Selva Alegre","Hombre","35-44","A/B","Otros","Marleny Arminta Valencia","N.S/N.O",1
1173,"Cerro Colorado","Hombre","18-24","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1174,"Arequipa Cercado","Hombre","35-44","D/E","N.S/N.O","Esdras Medina Minaya","Otros",1
1175,"Paucarpata","Mujer","25-34","C","N.S/N.O","Otros","Ricardo Ramírez del Villar",1
1176,"Mariano Melgar","Hombre","25-34","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1177,"Cerro Colorado","Mujer","45-54","C","Pablo López Chau","Guido del Carpio Rodriguez","Otros",1
1178,"Cayma","Mujer","25-34","D/E","Otros","N.S/N.O","N.S/N.O",1
1179,"La Joya","Mujer","18-24","C","N.S/N.O","Adolfo Donayre Sarolli","Otros",1
1180,"Cerro Colorado","Hombre","25-34","D/E","Wolfgang Grozo Costa","N.S/N.O","A. Elmer Arenas Pérez",1
1181,"La Joya","Hombre","25-34","C","N.S/N.O","Otros","N.S/N.O",1
1182,"Yanahuara","Hombre","25-34","C","Otros","N.S/N.O","N.S/N.O",1
1183,"Arequipa Cercado","Hombre","35-44","D/E","N.S/N.O","N.S/N.O","N.S/N.O",1
1184,"Cerro Colorado","Mujer","18-24","D/E","N.S/N.O","Adolfo Donayre Sarolli","Ricardo Ramírez del Villar",1
1185,"La Joya","Hombre","35-44","C","N.S/N.O","Esdras Medina Minaya","Ricardo Ramírez del Villar",1
1186,"José Luis Bustamante y Rivero","Hombre","45-54","C","N.S/N.O","Esdras Medina Minaya","N.S/N.O",1
1187,"Socabaya","Hombre","45-54","A/B","José Luna Gálvez","N.S/N.O","Otros",1
1188,"Arequipa Cercado","Mujer","25-34","C","Pablo López Chau","N.S/N.O","Sergio Davila Vizcarra",1
1189,"Cerro Colorado","Mujer","25-34","D/E","Otros","N.S/N.O","N.S/N.O",1
1190,"Mariano Melgar","Hombre","55-70","C","Roberto Sánchez Palomino","Amalia Palomino Pacheco","N.S/N.O",1
1191,"Yanahuara","Mujer","45-54","D/E","N.S/N.O","Marleny Arminta Valencia","Gustavo Rondón Fudinaga",1
1192,"Yura","Mujer","45-54","D/E","Otros","N.S/N.O","Gustavo Rondón Fudinaga",1
1193,"Cayma","Hombre","45-54","D/E","Otros","Otros","Otros",1
1194,"Alto Selva Alegre","Mujer","55-70","D/E","N.S/N.O","N.S/N.O","A. Elmer Arenas Pérez",1
1195,"Arequipa Cercado","Hombre","35-44","D/E","Otros","N.S/N.O","Otros",1
1196,"José Luis Bustamante y Rivero","Hombre","25-34","C","N.S/N.O","N.S/N.O","Gustavo Rondón Fudinaga",1
1197,"Cerro Colorado","Hombre","18-24","D/E","Otros","N.S/N.O","Sergio Davila Vizcarra",1
1198,"Alto Selva Alegre","Hombre","25-34","A/B","Pablo López Chau","Guido del Carpio Rodriguez","N.S/N.O",1
1199,"Cayma","Mujer","55-70","D/E","Roberto Sánchez Palomino","Cosme Huaman Sánchez","N.S/N.O",1
1200,"La Joya","Mujer","25-34","D/E","Otros","Otros","N.S/N.O",1
1201,"Alto Selva Alegre","Hombre","55-70","D/E","N.S/N.O","Otros","Otros",1
1202,"Cerro Colorado","Mujer","35-44","C","Pablo López Chau","Guido del Carpio Rodriguez","A. Elmer Arenas Pérez",1
1203,"Yanahuara","Hombre","25-34","D/E","Pablo López Chau","N.S/N.O","Otros",1
1204,"Alto Selva Alegre","Mujer","18-24","D/E","Otros","N.S/N.O","Otros",1
1205,"Paucarpata","Mujer","45-54","C","Carlos Álvarez Loayza","N.S/N.O","A. Elmer Arenas Pérez",1
1206,"Miraflores","Hombre","18-24","A/B","Otros","N.S/N.O","N.S/N.O",1
